Lettre	Date	Lieu de création	Auteur	Destinataire	Personnes mentionnées	Lieux mentionnés	Œuvres mentionnées
1884_07	1884-06-12	Hildesheim Keswick Rds Putney	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Victoria Edwards, Ruth Steinhardt, Karl-Friedrich Scholderer, Luise Philippine Conradine Scholderer, Viktor Millais Duranty, Louis Couture, Thomas Keene, Charles Samuel Dubourg, Charlotte Dubourg, Hélène Dubourg, Jean-Theodore Zola, Emile Blanc, Charles Maître, Léon Mme	Londres, Dowdeswell Gallery Londres, Royal Academy of Arts Paris, Salon	S The Last Chapter/ Letztes Kapitel (le dernier chapitre) F Portrait F Portrait de Mme Léon Maître
1884_08	1884-07-16	Paris	Fantin-Latour, Henri	Scholderer, Otto	Edwards, Ruth Steinhardt, Karl-Friedrich Dubourg, Jean-Theodore Dubourg, Victoria Scholderer, Viktor Duranty, Louis Couture, Thomas Whistler, James Abbott MacNeill Dubourg, Hélène Dubourg, Charlotte	Londres Paris Paris, Salon	S The Last Chapter/ Letztes Kapitel (le dernier chapitre)
1884_09	1884-07-24	Hildesheim Keswick Rds Putney	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Jean-Theodore Dubourg, Victoria Morrison, Madame Scholderer, Viktor Scholderer, Luise Philippine Conradine Blanc, Charles Duranty, Louis Burne-Jones Dubourg, Hélène Dubourg, Charlotte	Londres Paris, Salon	S The Rheinmaiden/ Die Rheintochter - die Quellennymphe (La fille du Rhin) S The Last Chapter/ Letztes Kapitel (le dernier chapitre) S Portrait S Portrait F Nuit de printemps
1884_10	1884-11-18	Hildesheim Keswick Rds Putney	Scholderer, Otto	Fantin-Latour, Henri	Edwards, Ruth Schumann, Robert Wagner, Richard Berlioz Scholderer, Luise Philippine Conradine Dubourg, Victoria Scholderer, Viktor Morrison, Monsieur Esch, Mlle Mozart, Wolfgang Amadeus Beethoven, Ludwig van Haydn Schumann Brahms, Johannes Schubert	Londres, Royal Academy of Arts Londres Paris Paris, Salon Londres, Institute of Painters in Oil Colours	F Nuit de printemps F Étoile du soir, pour le Tannhäuser de Wagner F L'étude, pde, portrait de Sarah Budgett S Landschaft in Wiltshire (paysage du Wiltshire) S Wiesenlandschaft (in Wiltshire) (paysage de prairie) S Mutter und Kind (mère et enfant) S Selbstbildnis (autoportrait)
1884_11	1884-11-27	Paris	Fantin-Latour, Henri	Scholderer, Otto	Dubourg, Victoria Dubourg, Jean-Theodore Liszt, Franz Lenbach, Franz Seraph von Chardin, Jean-Baptiste Siméon Scholderer, Luise Philippine Conradine Scholderer, Viktor	Londres, Institute of Painters in Oil Colours	F Nuit de printemps (ou le rêve du poète)
1884_12	1884-12-31	Hildesheim Keswick Rds Putney	Scholderer, Otto	Fantin-Latour, Henri	Edwards, Ruth Dubourg, Victoria Scholderer, Luise Philippine Conradine Scholderer, Viktor Lenbach Whistler, James Abbott MacNeill Chardin, Jean-Baptiste Siméon Dubourg, Charlotte Dubourg, Hélène Dubourg, Jean-Theodore		S Portrait der Madame Edwards (Portrait de Madame Edwards)
1884_13	1884-12-31	Paris	Fantin-Latour, Henri	Scholderer, Otto	Dubourg, Victoria Scholderer, Viktor		
1885_01	1885-01-12	Hildesheim Keswick Rds Putney	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Hélène Edwards, Ruth Scholderer, Luise Philippine Conradine Scholderer, Viktor		S Portrait der Madame Edwards (Portrait de Madame Edwards)
1885_02	1885-04-06	Hildesheim Keswick Rds Putney	Scholderer, Otto	Fantin-Latour, Henri	Edwards, Ruth Dubourg, Victoria Whistler, James Abbott MacNeill Budgett, Sarah Millais Gladstone Leighton, Frédérick Scholderer, Viktor Dubourg, Hélène Dubourg, Jean-Theodore Dubourg, Charlotte Armitage, Edwards	Londres, Royal Academy of Arts	F Autour du piano S An Odd volume/ Der letzte Band (le dernier volume) S Robert Collmann, Esq. F Féerie F Portrait de Sarah Budgett S Ophelia S Junges Mädchen mit langem Haaren, Blumen in den Händen haltend S Miss Fanny Kingdon
1885_03	1885-06-11	Paris	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Luise Philippine Conradine Scholderer, Viktor Uhde, Fritz von Dubourg, Victoria Dubourg, Charlotte Dubourg, Hélène Dubourg, Jean-Theodore Israëls, Isaac Israels, Jozef Hugo, Victor Murray, David	Londres, Royal Academy of Arts Paris, Salon	S An Odd volume/ Der letzte Band (le dernier volume) S Miss Fanny Kingdon F Portrait de Sarah Budgett F Autour du piano F A Victor Hugo
1886_01	1886-01-04	Hildesheim Keswick Rds Putney	Scholderer, Otto	Fantin-Latour, Henri	Chabrier, Emmanuel Edwards, Ruth Hugo, Victor Maître, Scholderer, Luise Philippine Conradine Jullien, Adolphe Pigeon, Amédée Dubourg, Hélène Dubourg, Jean-Theodore Dubourg, Charlotte Chodowiecki, Daniel Nikolaus		F Roses et pieds-d'alouette F Esquisse du jugement de Pâris F Autour du piano S Selbstbildnis (autoportrait)
1886_02	1886-01-07	Paris	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Luise Philippine Conradine Chodowiecki, Daniel Nikolaus Scholderer, Viktor Dubourg, Victoria Scholderer, Luise Philippine Conradine Dubourg, Charlotte Dubourg, Hélène Dubourg, Jean-Theodore Sickert, Oswald Adalbert	Londres, Royal Academy of Arts	S Selbstbildnis (autoportrait) F Tannhäuser  : Venusberg F Portrait de Mme Léon Maître F Siegfried et les filles du Rhin F Autour du piano
1886_03	1886-06-08	Putney	Scholderer, Otto	Fantin-Latour, Henri	Scholderer, Adolphe Thoma, Hans Dubourg, Victoria Scholderer, Viktor Edwards, Ruth	Londres Paris Paris, Salon	S Selbstbildnis (autoportrait) F Tannhäuser  : Venusberg
1886_04	1886-06-11	Paris	Fantin-Latour, Henri	Scholderer, Otto	Dubourg, Victoria Corot, Jean-Baptiste Camille Scholderer, Viktor Scholderer, Adolphe Maître, Edmond	Londres Buré (Normandie) Paris, Salon	S Selbstbildnis (autoportrait) F Tannhäuser  : Venusberg F Portrait de Léon Maître F Siegfried et les filles du Rhin F Le Jugement de Pâris F Frontispice F Vaisseau fantôme  ; acte III, Ravissement de Senta et du Hollandais F Lohengrin F Tristan et Iseult  : acte II. Signal dans la nuit F L'or du Rhdu Rhin F Apothéose F Poème d'amour F Parsifal
1886_05	1886-06-17	Hildesheim Keswick Rds Putney	Scholderer, Otto	Fantin-Latour, Henri	Corot, Jean-Baptiste Camille Dubourg, Victoria Scholderer, Adolphe Scholderer, Viktor	Paris, Salon	S Selbstbildnis (autoportrait) S Portrait d'Alfred Morrison S W.H. Pole Carrew, Esq. F Tannhäuser  : Venusberg
1886_06	1886-12-30	Francfort [sur le Main]	Scholderer, Otto	Fantin-Latour, Henri	Achenbach, Oswald Scholderer, Adolphe Steinle, Eduard Jakob von Dielmann, Jakob Fürchtegott Malss, Gerhard Thoma, Hans Schreyer, Adolf Leighton, Frédérick Burnitz, Karl Peter Dubourg, Victoria Menzel, Adolph Friedrich Erdmann von Lenbach, Franz Seraph von Achenbach, Andreas Scholderer, Luise Philippine Conradine Dubourg, Charlotte Dubourg, Hélène Dubourg, Jean-Theodore Scholderer, Ida Scholderer, Emil	Berlin-Ouest, Nationalgalerie Londres Berlin Paris Francfort sur le Main, Städelsches Kunstinstitut Francfort-sur-le-Main Berlin, Akademie der Künste Giessen Eisenach Kronberg im Taunus	
1887_01	1887-02-17	Paris	Fantin-Latour, Henri	Scholderer, Otto	Wagner, Richard Jullien, Adolphe Scholderer, Viktor	Francfort-sur-le-Main Paris, Salon	F Portrait d'Adolphe Jullien
1887_02	1887-02-23	Hildesheim Keswick Rds Putney	Scholderer, Otto	Fantin-Latour, Henri	Wagner, Richard Dubourg, Victoria Scholderer, Luise Philippine Conradine Edwards, Ruth Scholderer, Viktor Brahms, Johannes Jullien, Adolphe	Londres, Royal Academy of Arts Paris Francfort-sur-le-Main Giessen Paris, Salon	F Réveil S A Fishmonger/ Ein Fischhändler (un marchand de poissons) S Wildbrethändler
1887_03	1887-03-28	Paris	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Viktor Edwards, Ruth Maître, Léon Dubourg, Charlotte	Londres, Royal Academy of Arts Paris Francfort-sur-le-Main Paris, Salon	S A Fishmonger/ Ein Fischhändler (un marchand de poissons) F Portrait de Léon Maître F Raisins F Portrait d'Adolphe Jullien F Portrait de Mlle Charlotte Dubourg F Ariane abandonnée F L'Aurore eore et la Nuit F Inspiration F Rienzi F Tannhäuser  : acte III. L'étoile du soir F Les Maîtres chanteurs de Nuremberg F La Walkyrie F Siegfried  : acte III. Évocation d'Erda F Le crépuscule des dieux  : acte III. Siegfried et les filles du Rhin F Parsifal
1887_04	1887-04-11	Hildesheim Keswick Rds Putney	Scholderer, Otto	Fantin-Latour, Henri	Scholderer, Luise Philippine Conradine Edwards, Ruth Scholderer, Viktor Dubourg, Victoria	Londres, Royal Academy of Arts Paris Francfort-sur-le-Main	F Portrait de Léon Maître F Tannhäuser  : Venusberg S A Fishmonger/ Ein Fischhändler (un marchand de poissons) S Fischhändler (marchand de poisson)
1887_05	1887-05-12	Hildesheim Keswick Rds Putney	Scholderer, Otto	Fantin-Latour, Henri	Scholderer, Viktor Dubourg, Victoria	Londres, Royal Academy of Arts Paris Francfort-sur-le-Main Paris, Salon	F Portrait de Léon Maître F Raisins S A Fishmonger/ Ein Fischhändler (un marchand de poissons) S Fischhändler (marchand de poisson)
1887_06	1887-06-07	Paris	Fantin-Latour, Henri	Scholderer, Otto	Millet Scholderer, Viktor Scholderer, Luise Philippine Conradine	Paris, École nationale des beaux-arts Paris, Salon	
1887_07	1887-09-24	Dornholzhausen	Scholderer, Otto	Fantin-Latour, Henri	Magnus, Emma Magnus, Rose Dubourg, Victoria Scholderer, Viktor Scholderer, Luise Philippine Conradine Magnus, Hermann	Paris Manchester	
1887_08	1887-11-02	Paris	Fantin-Latour, Henri	Scholderer, Otto	Edwards, Ruth Scholderer, Viktor Scholderer, Luise Philippine Conradine Magnus, Emma Magnus, Rose	Paris, Musée du Louvre Buré (Normandie) Manchester Londres, Institute of Painters in Oil Colours	F Sara la baigneuse
1887_09	1887-11-21	Francfort [sur le Main]	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Victoria Scholderer, Luise Philippine Conradine Scholderer, Adolphe Scholderer, Emil Thoma, Hans Edwards, Ruth Scholderer, Emilie		
1888_01	1888-01-01	Hildesheim Keswick Rds Putney	Scholderer, Otto	Fantin-Latour, Henri	Edwards, Ruth Dubourg, Victoria Esch, Mlle Jullien, Adolphe Dubourg, Charlotte Scholderer, Viktor Zola, Émile Scholderer, Adolphe Scholderer, Emil Scholderer, Emilie Scholderer, Ida Dubourg, Hélène Dubourg, Jean-Theodore	Londres Francfort-sur-le-Main Buré (Normandie)	F Reine des prés F Ariane abandonnée F Ariane abandonnée F Sara la baigneuse F Portrait d'Adolphe Jullien
1888_02	1888-01-03	Paris	Fantin-Latour, Henri	Scholderer, Otto	Edwards, Ruth Dubourg, Victoria Zola, Emile Dubourg, Charlotte Dubourg, Hélène Dubourg, Jean-Theodore Tolstoï, Léon	Buré (Normandie) Paris, Salon	F L'or du Rhdu Rhin F La Damnation de Faust F Béatrice et Bénédict F Danses F Vérité F Lélio  : La Harpe éolienne F Apothéose F Sara la baigneuse F Harold en Italie  : Dans les montagnes F Symphonie fantastique - un bal F La Prise de Troie  : acte III. Apparition d'Hector
1888_03	1888-06-07	Paris	Fantin-Latour, Henri	Scholderer, Otto		Londres, Royal Academy of Arts Paris Paris, Salon	
1888_04	1888	Buré par Le Mesle sur Sarthe, Orne	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Viktor Edwards, Ruth Scholderer, Luise Philippine Conradine	Londres, Royal Society of Bristish Artists Manchester, City Art Gallery Londres, Royal Academy of Arts Glasgow, The Royal Glasgow Institute of Fine Arts Birmingham, Royal Birmingham Society of Artists	S Still-life/Stilleben (nature morte) S Italian Fisherman/ Italienischer Fischer (pêcheur italien) S An Embarassing Question/ Eine unangenehme Frage (une question difficile) S Man with Peacocks/ Mann mit Pfauen - Gefügelhändler (homme avec des paons) S Portrait of Miss Breul (portrait de Miss Breul) S The Larder/ Die Speisekammer (le garde-manger)
1888_05	1888-12-04	Putney	Scholderer, Otto	Fantin-Latour, Henri	Delacroix, Eugène Rousseau, Henri Jullien, Adolphe Berlioz Scholderer, Luise Philippine Conradine Scholderer, Viktor Etty, William Sickert, Oswald Adalbert Scholderer, Emilie Dubourg, Victoria Edwards, Ruth Blanche, Jacques Émile Dubourg, Jean-Theodore Dubourg, Charlotte Dubourg, Hélène Sickert, Walter	Londres, National Gallery Londres, Grosvenor Gallery, 51a New Bond Street	F Vérité F Symphonie fantastique - un bal F Lélio  : La Harpe éolienne F Harold en Italie  : Dans les montagnes F Benvenuto Cellini  : Acte III. La Fonte du Persée F Roméo et Juliette  : Confidence à la Nuit F La Damnation de Faust F L'enfance ance du Christ F Béatrice et Bénédict F La Prise de Troie  : acte III. Apparition d'Hector F Les Troyens à Carthage F Apothéose F Danses F Pieds-d'alouette F Pois de senteur
1888_06	1888-12-31	Hildesheim Keswick Rds Putney	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Victoria Scholderer, Emilie Scholderer, Luise Philippine Conradine Scholderer, Viktor Dubourg, Hélène Dubourg, Jean-Theodore Dubourg, Charlotte	Londres	S Gemüseverkäuferin - Marché aux légumes/ Gemüsemarkt (marchande de légume) S Geflügelhändler vor seinem Stand (marchand de volailles devant son stand) S A Fishmonger/ Ein Fischhändler (un marchand de poissons)
1888_07	1888-12-31	Paris	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Luise Philippine Conradine Scholderer, Viktor Etty, William Delacroix, Eugène Edwards, Ruth Dubourg, Victoria Fabre, François-Xavier	Paris	
1889_01	1889-01-02	Putney	Scholderer, Otto	Fantin-Latour, Henri	Etty, William Dubourg, Victoria Scholderer, Emilie Scholderer, Luise Philippine Conradine		
1889_02	1889-01-03	Paris	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Emilie Etty, William		
1889_03	1889-02-20	Putney	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Victoria Dubourg, Jean-Theodore Dubourg, Hélène Dubourg, Charlotte		
1889_04	1889-02-28	Buré par Le Mesle sur Sarthe, Orne	Scholderer, Otto	Fantin-Latour, Henri	Edwards, Ruth Uhde, Fritz von Millet Burne-Jones Watts, George Frederick Maris, Jacob Scholderer, Luise Philippine Conradine Artz, Constant Liebermann, Max Heyerdahl Janovski, Marie	Paris, Exposition Universelle	
1889_05	1889-12-30	S.l.	Fantin-Latour, Henri	Scholderer, Otto	Dubourg, Victoria Edwards, Ruth Scholderer, Viktor Scholderer, Luise Philippine Conradine	Paris, Exposition Universelle	
1889_06	1889-12-31	Hildesheim Keswick Rd Putney, London	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Victoria Scholderer, Luise Philippine Conradine Scholderer, Viktor Edwards, Ruth Dubourg, Hélène Dubourg, Charlotte Janovski, Marie Janovski, Sonia	Paris, Exposition Universelle Paris, Salon	F A Victor Hugo F Religion et religions S Ein Hirsch im Wald (un cerf dans la forêt) S Gemüseverkäuferin - Marché aux légumes/ Gemüsemarkt (marchande de légume) S A Fishmonger/ Ein Fischhändler (un marchand de poissons) S Fischhändler (marchand de poisson)
1890_01	1890-06-05	6. Bedford Gardens Kensington, London	Scholderer, Otto	Fantin-Latour, Henri	Scholderer, Luise Philippine Conradine Scholderer, Viktor Dubourg, Victoria Carter, Chardin, Jean-Baptiste Siméon Edwards, Ruth Janovski, Marie Dubourg, Hélène Dubourg, Charlotte Janovski, Sonia	Londres Paris Paris, Salon	S Stilleben mit Seemuscheln, Heringen und Crevetten (nature morte avec coquillages, harengs et crevettes)
1890_02	1890-06-16	Bedford Gardens, Kensington	Scholderer, Otto	Fantin-Latour, Henri	Scholderer, Viktor Dubourg, Victoria Scholderer, Luise Philippine Conradine Esch, Mlle		
1890_03	1890-08-30	Buré par Le Mesle sur Sarthe, Orne	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Luise Philippine Conradine Scholderer, Viktor Fischer Fantin-Latour, Marie	Londres Paris Munich Buré (Normandie) Paris, Salon	F Finale du Rheingold
1890_04	1890-09-03	6. Bedford Gardens Kensington, London	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Victoria Wagner, Richard Courbet, Gustave Carter, Scholderer, Luise Philippine Conradine Scholderer, Viktor Fischer Thoma, Hans Edwards, Ruth	Londres Paris	F Finale du Rheingold
1890_05	1890-12-30	Paris	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Viktor	Paris, Salon	F Madame Léopold Gravier F Sonia Janovski
1890_06	1890-12-31	6. Bedford Gardens Kensington, London	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Victoria Scholderer, Viktor Edwards, Ruth Scholderer, Luise Philippine Conradine Dubourg, Hélène Dubourg, Charlotte Vélasquez, Diego Fantin-Latour, Marie Holbein, Hans Guthrie, James Del Mazo, Juan Bautista Martinez	Paris Paris, Salon	F Dahlias (Dahlias dans un vase de porcelaine blanc et bleu, fond clair)
1891_01	1891-06--1891-08 (été 1891 / Sommer 1891)	Buré par Le Mesle sur Sarthe, Orne	Fantin-Latour, Henri	Scholderer, Otto	Edwards, Ruth Newman, Barnett Scholderer, Viktor Scholderer, Luise Philippine Conradine Guthrie, James Dubourg, Hélène	Londres, Royal Academy of Arts Paris Paris, Salon de la Société nationale des beaux-arts [depuis 1890, Champ-de-Mars] Paris, Salon de la Société des artistes français	
1891_02	1891-08-22	Rhos, Colwn Bay, Wales	Scholderer, Otto	Fantin-Latour, Henri	Janovski, Sonia Scholderer, Viktor Dubourg, Victoria Edwards, Ruth Dubourg, Hélène Booth, William Morrison, Monsieur Guthrie, James Newman, Barnett Dubourg, Charlotte Fantin-Latour, Marie	Londres, Royal Academy of Arts Londres Paris, Salon	S Bildnis des General William Booth, Begründer der englischen Heilsarmee (portrait du général William booth, fondateur de l'Armée du salut) F Sonia Janovski
1891_03	1891-12-17	6. Bedford Gardens Kensington, London	Scholderer, Otto	Fantin-Latour, Henri	Whistler, James Abbott MacNeill Wagner, Richard Berlioz, Hector Edwards, Ruth Scholderer, Viktor Guthrie, James Dubourg, Victoria Crachanthorpe, Hubert Sickert, Walter Scholderer, Luise Philippine Conradine		F Fleurs
1891_04	1891-12-31	Paris	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Luise Philippine Conradine Scholderer, Viktor Dubourg, Victoria Edwards, Ruth Véronèse, Paul Manet, Edouard Guthrie, James Dubourg, Hélène Dubourg, Jean-Theodore Tempelaere, Gustave	Paris, Salon	F Hélène F Le prélude de Lohengrin F Évocation F Le bain F Le mage F Le poète et la Muse F La liberté F L'Amour déur désarmé F Scène finale de la Götterdammerung F Sara la baigneuse
1891_05	1891-12-31	6. Bedford Gardens Kensington, London	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Victoria Scholderer, Viktor Crachanthorpe, Hubert Whistler, James Abbott MacNeill Dubourg, Charlotte Dubourg, Hélène		
1892_01	1892-08-04	Buré par Le Mesle sur Sarthe, Orne	Fantin-Latour, Henri	Scholderer, Otto	Edwards, Ruth Scholderer, Viktor Scholderer, Luise Philippine Conradine Manet, Edouard Whistler, James Abbott MacNeill Dubourg, Hélène Dubourg, Charlotte Dürer, Albrecht	Londres, Royal Academy of Arts Paris, Musée du Luxembourg Paris, Salon	F La tentation de saint Antoine F Hélène F Le prélude de Lohengrin S At the Fishmonger's (chez le marchand de poisson) S Apples (pommes) S Pears (poires) F Un atelier aux Batignolles
1892_02	1892-08-16	Francfort [sur le Main]	Scholderer, Otto	Fantin-Latour, Henri	Edwards, Ruth Manet, Edouard Whistler, James Abbott MacNeill Scholderer, Adolphe Scholderer, Luise Philippine Conradine Scholderer, Viktor Scholderer, Ida Müller, Otto-Victor Müller, Victor Thoma, Hans Courbet, Gustave Burne-Jones Dürer, Albert Thoma Scholderer, Emil Dubourg, Charlotte Dubourg, Hélène	Londres, Royal Academy of Arts Londres Munich Francfort-sur-le-Main Paris, Salon	F Un atelier aux Batignolles F Hélène F Hommage à Delacroix S At the Fishmonger's (chez le marchand de poisson) S Apples (pommes) S Pears (poires)
1892_03	1892-11-11	S.l.	Fantin-Latour, Henri	Scholderer, Otto	Edwards, Ruth Scholderer, Viktor Scholderer, Luise Philippine Conradine Thoma, Hans Hédiard, Germain	Munich Francfort-sur-le-Main	
1892_04	1892-12-31	6. Bedford Gardens Kensington, London	Scholderer, Otto	Fantin-Latour, Henri	Hédiard, Germain Edwards, Ruth Manet, Edouard Scholderer, Viktor Dubourg, Victoria Scholderer, Luise Philippine Conradine Dubourg, Charlotte	Francfort-sur-le-Main	F Un atelier aux Batignolles
1892_05	1892-12-31	Paris	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Luise Philippine Conradine Scholderer, Viktor Dubourg, Charlotte Dubourg, Victoria		
1893_01	1893-11-19	6. Bedford Gardens Kensington, London	Scholderer, Otto	Fantin-Latour, Henri	Scholderer, Luise Philippine Conradine Schumann Scholderer, Viktor Dubourg, Charlotte Dubourg, Victoria Dubourg, Hélène	Paris Bruxelles Londres, Institute of Painters in Oil Colours	F A Robert Schumann (1re planche) F Manfred et Astarté F Capucines dans un vase de verre
1893_02	1893-12-30	Paris	Fantin-Latour, Henri	Scholderer, Otto	Dubourg, Victoria Scholderer, Luise Philippine Conradine Scholderer, Viktor Dubourg, Charlotte Dubourg, Hélène	Paris, Salon Londres, Institute of Painters in Oil Colours	
1894_01	1894-12-07	6. Bedford Gardens Kensington, London	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Victoria Etty, William Leighton, Frederick Dürer, Albrecht Stothard, Thomas Linton, James Dromgole Scholderer, Viktor Dubourg, Charlotte Dubourg, Hélène	Londres, Royal Academy of Arts Londres Paris Londres, Royal Institue of Painters in Water Colours	
1894_02	1894-05-22	6. Bedford Gardens Kensington, London	Scholderer, Otto	Fantin-Latour, Henri	Edwards, Ruth Berlioz Rossini, Pascal Scholderer, Adolphe Thoma, Hans Dürer, Albert Dubourg, Victoria Scholderer, Viktor Vélasquez, Diego Scholderer, Luise Philippine Conradine Dubourg, Charlotte Dubourg, Hélène Etty, William	Londres, Royal Academy of Arts Londres Francfort-sur-le-Main Heidelberg Munich, Glaspalast de Munich	F Ballet des Troyens F Déposition de croix F Poèmes d'amour F Le paradis et la péri de R. Schumann S Stilleben mit angeschnittener Melone und venezianischem Glas (nature morte à la tranche de melon et au verre vénitien) S Melon
1894_03	1894-05-29	Paris	Fantin-Latour, Henri	Scholderer, Otto	Lamartine, Vigny, Manet, Edouard Edwards, Ruth Scholderer, Luise Philippine Conradine Scholderer, Viktor Hugo, Victor Thoma, Hans Vélasquez, Diego Dubourg, Victoria Dubourg, Charlotte Dubourg, Hélène Scholderer, Adolphe Durand-Ruel	Paris Munich Buré (Normandie) Munich, Glaspalast de Munich	F L'Auroreore F Les Troyens à Carthage F Musique et Poésie F Baigneuse F La tentation de saint Antoine F Ballet des Troyens F Le paradis et la péri de R. Schumann F Déposition de croix
1894_04	1894-05-31	6. Bedford Gardens Kensington, London	Scholderer, Otto	Fantin-Latour, Henri	Carter, Legros Manet, Edouard Scholderer, Luise Philippine Conradine Scholderer, Viktor Hugo, Victor Dubourg, Victoria	Paris	F Déposition de croix
1894_05	1894-12-31	Paris	Fantin-Latour, Henri	Scholderer, Otto	Dubourg, Victoria Scholderer, Viktor Scholderer, Luise Philippine Conradine Dubourg, Charlotte Dubourg, Hélène Tempelaere, Gustave	Paris, Salon	F Baigneuses F Vision F La Nuit F Sémiramide F Dernier thème de R. Schumann F Duo des Troyens F A Berlioz F Scène des Troyens
1894_06	1894-12-31	6. Bedford Gardens Kensington, London	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Victoria Edwards, Ruth Thoma, Hans Scholderer, Viktor Scholderer, Luise Philippine Conradine Dubourg, Hélène Dubourg, Jean-Theodore	Londres, Royal Academy of Arts Berlin Francfort-sur-le-Main Paris, Salon	
1895_01	1895-03-22	Paris	Fantin-Latour, Henri	Scholderer, Otto	Edwards, Ruth Scholderer, Otto Scholderer, Luise Philippine Conradine	Londres, Royal Academy of Arts Berlin, Exposition internationale des Beaux-Arts Paris, Salon	
1895_02	1895-12-29	7. St. Paul's Studios, West Kensington	Scholderer, Otto	Fantin-Latour, Henri	Scholderer, Luise Philippine Conradine Dubourg, Victoria Edwards, Ruth Scholderer, Viktor Vélasquez, Diego Dubourg, Hélène Dubourg, Charlotte		
1895_03	1895-12-30	Paris	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Viktor Scholderer, Luise Philippine Conradine Edwards, Ruth Dubourg, Charlotte Dubourg, Hélène		
1896_01	1896-01-13	Paris	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Viktor Etty, William Dubourg, Charlotte Dubourg, Victoria Vélasquez, Diego Fantin-Latour, Marie		F Copie d'après Femmes d'Alger dans leur appartement (1834) de Delacroix F La liseuse, portrait de Marie Fantin-Latour
1896_02	1896-01-15	7. St. Paul's Studios, West Kensington	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Charlotte Scholderer, Viktor Vélasquez, Diego Leighton, Frédérick Breul, Poynter, Edward James Corot, Jean-Baptiste Camille Rousseau, Henri Dupré Diaz de la Pena, Narcisse Justi, Carl Faliero, Marino	Londres, Royal Academy of Arts Londres, National Gallery	
1896_03	1896-02-18	7. St. Paul's Studios, West Kensington	Scholderer, Otto	Fantin-Latour, Henri	Edwards, Ruth Dubourg, Charlotte Dubourg, Hélène Daumier, Honoré Diaz de la Pena Millet, Jean-François Corot, Jean-Baptiste Camille Rousseau, Henri Vélasquez, Diego Breul, Leighton, Frédérick Scholderer, Viktor Scholderer, Luise Philippine Conradine	Londres, Grafton Galleries Londres Paris Paris, Salon	
1896_04	1896-02-28	Paris	Fantin-Latour, Henri	Scholderer, Otto	Daumier, Honoré Millet Vélasquez, Diego Berlioz Leighton, Frédérick Sedelmeyer, Charles Tempelaere, Gustave	Londres, Royal Academy of Arts Paris, Salon Rome, Sciarra-Colonna, collection Woodstock (Oxfordshire), Château de Blenheim	F La toilette F Vénus et les Amours S The Little Flowerseller/ Die kleine Blumenverkäuferin (la petite marchande de fleurs)
1896_05	1896-05-18	7. St. Paul's Studios, West Kensington	Scholderer, Otto	Fantin-Latour, Henri	Dubourg, Victoria Dubourg, Hélène Dubourg, Charlotte Scholderer, Luise Philippine Conradine Millais		
1896_06	1896-08-23	Buré par Le Mesle sur Sarthe, Orne	Fantin-Latour, Henri	Scholderer, Otto	Edwards, Ruth Scholderer, Luise Philippine Conradine		
1896_07	1896-08-25	7. Katharnien Strasse, Freiburg i. B.	Scholderer, Otto	Fantin-Latour, Henri	Scholderer, Luise Philippine Conradine Scholderer, Viktor Millais Leighton, Frédérick Edwards, Ruth Hegar, Ernst Ludwig Dubourg, Victoria Dubourg, Charlotte	Londres Paris, Salon Fribourg-en-Brisgau	
1896_08	1896-10-16	Freiburg a. B.	Scholderer, Otto	Fantin-Latour, Henri	Scholderer, Luise Philippine Conradine Hegar, Ernst Ludwig Dubourg, Victoria Dubourg, Charlotte	Londres Calais Bâle Fribourg-en-Brisgau	
1896_09	1896-10-18	Paris	Fantin-Latour, Henri	Scholderer, Otto	Scholderer, Luise Philippine Conradine Scholderer, Viktor Millais Dubourg, Charlotte	Londres	
1896_10	1896-12-10	Paris	Fantin-Latour, Henri	Scholderer, Otto	Whistler, James Abbott MacNeill Dubourg, Victoria Edwards, Ruth Scholderer, Luise Philippine Conradine Way, Thomas Way, Thomas-Robert	Paris, Musée du Louvre	S Hof eines Bauernhauses in Kronberg (cours d'une maison paysanne à Kronberg)
